ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
-0.38802474884322585,0.1958158424735585,0.8101579745265006,-1.2937399188895102,0.22360154260597098,2/20/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium
-0.23596515534203857,-1.2415975539305957,0.8101579745265006,0.1263473564750498,-0.662907041325821,4/5/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,EMEA,Frick,Michael,Small
-0.08390556184085132,-0.7282356266433977,0.8101579745265006,-1.0570587063287502,-0.19833905296086415,5/18/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,EMEA,Brown,William,Medium
0.046431232588737756,-0.11220131389876024,0.8101579745265006,-1.0570587063287502,0.0667218766266416,6/28/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,EMEA,King,Julie,Medium
0.17676802701832683,1.017194926133075,0.4546919307652012,-1.2937399188895102,0.3385543168917597,7/23/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,EMEA,Labrune,Janine,Medium
0.2853820223763177,0.09314345701611891,0.8101579745265006,-0.1103338560857102,0.2963776341066626,8/27/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,EMEA,Hernandez,Marta,Medium
0.43744161587750496,-1.2415975539305957,0.8101579745265006,0.5997097815965698,-0.5194020592269721,9/30/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,EMEA,Karttunen,Matti,Small
0.5460556112354958,0.6065053843033168,0.8101579745265006,-0.3470150686464702,0.4564068399360444,10/15/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
0.6438082070576877,1.1198673115905147,0.549383722060052,-1.2937399188895102,0.4366733437031304,11/2/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,EMEA,Yu,Kyung,Medium
0.7632836019514777,0.7091777697607564,0.8101579745265006,-1.2937399188895102,0.4573625623733018,11/15/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,EMEA,Yu,Kwai,Medium
0.8936203963810667,0.6065053843033168,0.8101579745265006,0.5997097815965698,2.272035109874388,11/24/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,EMEA,Pipps,Georg,Large
1.1108483870970485,-1.5496147103029143,-0.5507266699989761,1.5464346318396098,-1.1419194710720522,12/17/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Motorcycles,-0.14224584412333427,S10_1678,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,APAC,Huxley,Adrian,Small
1.2629079805982357,-1.4469423248454747,-2.4167994576105953,1.3097534192788498,-1.531751050891716,2/3/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Motorcycles,-0.14224584412333427,S10_1678,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,EMEA,Labrune,Janine,Small
1.404106174563624,0.7091777697607564,-0.36183885595008475,-0.5836962812072303,-0.18830396736966298,3/3/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Motorcycles,-0.14224584412333427,S10_1678,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,EMEA,Benitez,Violeta,Medium
1.5670271676006102,-1.138925168473156,0.8101579745265006,0.1263473564750498,-0.6078226753966303,4/8/2005 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,1.6938261357079059,Motorcycles,-0.14224584412333427,S10_1678,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
1.7190867611017975,3.1733150207393064,0.8101579745265006,-1.0570587063287502,2.151565210609887,5/13/2005 0:00,Disputed,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Motorcycles,-0.14224584412333427,S10_1678,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,EMEA,Freyre,Diego,Large
-1.6913926931391166,-0.9335803975582768,0.8101579745265006,1.0730722067180898,1.004991518921707,1/29/2003 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
-1.5936400973169247,-0.6255632411859581,0.8101579745265006,-1.2937399188895102,1.984873098925308,3/24/2003 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,"Volvo Model Replicas, Co",0921-12 3555,BerguvsvÂgen  8,Lule,S-958 22,Sweden,EMEA,Berglund,Christina,Large
-1.4415805038157374,0.29848822793099805,0.8101579745265006,1.0730722067180898,2.0500088411690625,5/28/2003 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,EMEA,Sommer,MartÂ¡n,Large
-1.2895209103145502,0.1958158424735585,0.8101579745265006,1.0730722067180898,2.074466647177055,7/24/2003 0:00,Shipped,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,EMEA,Hirano,Juri,Large
-1.1809069149565594,1.017194926133075,0.8101579745265006,0.3630285690358098,4.03988811843211,9/19/2003 0:00,Shipped,0.23455347294126402,0.5217594852380163,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Japan,Natividad,Eric,Large
-1.0397087209911713,-1.4469423248454747,0.8101579745265006,-1.2937399188895102,0.7093800527886939,10/20/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,Classic Legends Inc.,2125558493,5905 Pompton St.,NYC,10022,USA,EMEA,Hernandez,Maria,Medium
-0.9202333260973812,-0.11220131389876024,0.8101579745265006,-0.5836962812072303,2.4223930562676608,11/6/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,APAC,Calaghan,Tony,Large
-0.8224807302751894,-1.2415975539305957,0.8101579745265006,0.3630285690358098,0.9875875961296073,11/13/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,EMEA,Cervantes,Francisca,Medium
-0.7030053353813994,0.7091777697607564,0.8101579745265006,1.0730722067180898,2.028993808031644,11/25/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,EMEA,Saveley,Mary,Large
-0.5726685409518104,1.2225396970479543,0.8101579745265006,-0.1103338560857102,2.992606385637389,12/5/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Classic Cars,2.8193681712011514,S10_1949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,EMEA,Tannamuri,Yoshi,Large
-0.47491594512961854,-0.009528928441320661,0.8101579745265006,-0.8203774937679902,1.3691869304101694,1/29/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,Burbank,94019,USA,EMEA,Thompson,Steve,Medium
-0.33371775116423036,-0.6255632411859581,0.8101579745265006,-1.0570587063287502,1.5798422742085814,3/10/2004 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,Cambridge,51247,USA,EMEA,Tseng,Kyung,Medium
-0.14907395905564585,-0.11220131389876024,0.8101579745265006,0.5997097815965698,1.3936447364181617,5/4/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,EMEA,Murphy,Leslie,Medium
-0.007875765090257694,-0.3175460848136394,0.8101579745265006,-0.1103338560857102,2.2409252584934403,6/15/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Japan,Shimamura,Akiko,Large
0.12246102933933138,-1.4469423248454747,0.8101579745265006,0.5997097815965698,0.7338975914490151,7/19/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,APAC,Huxley,Adrian,Medium
0.23107502469732227,-0.11220131389876024,0.8101579745265006,-1.0570587063287502,2.4223930562676608,8/17/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,EMEA,Accorti,Paolo,Large
0.35055041959111227,0.1958158424735585,0.8101579745265006,1.0730722067180898,1.9452757806725816,9/8/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,EMEA,Larsson,Maria,Large
0.49174861355650046,1.2225396970479543,0.8101579745265006,-0.1103338560857102,3.594173927238501,10/11/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,EMEA,Tonini,Daniel,Large
0.5786398098428932,1.325212082505394,0.8101579745265006,-0.8203774937679902,4.382101913863656,10/21/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,EMEA,Nelson,Valarie,Large
0.6872538052008841,0.5038329988458772,0.8101579745265006,-1.2937399188895102,1.328514424415528,11/4/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,EMEA,Young,Valarie,Medium
0.8067292000946741,-0.9335803975582768,0.8101579745265006,-0.8203774937679902,-0.29914604912702103,11/18/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,28034,USA,EMEA,Murphy,Julie,Medium
0.9587887935958613,-0.5228908557285186,0.8101579745265006,-1.2937399188895102,0.2122197572168164,11/29/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium
1.0674027889538522,-0.3175460848136394,0.8101579745265006,0.8363909941573299,1.1609589043927455,12/10/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Classic Cars,2.8193681712011514,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,EMEA,Nelson,Valarie,Medium
1.1977395833834412,0.6065053843033168,0.8101579745265006,-1.0570587063287502,0.5218629664059246,1/20/2005 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,1.6938261357079059,Classic Cars,2.8193681712011514,S10_1949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,EMEA,Nelson,Allen,Medium
1.3280763778130305,0.09314345701611891,0.8101579745265006,-0.8203774937679902,2.552707982684135,2/17/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Classic Cars,2.8193681712011514,S10_1949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,28034,USA,EMEA,Brown,Julie,Large
1.4366903731710212,-1.138925168473156,0.8101579745265006,-0.5836962812072303,-0.617597109414034,3/9/2005 0:00,Shipped,-1.4270386327380036,-1.1193848343462958,1.6938261357079059,Classic Cars,2.8193681712011514,S10_1949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,APAC,O'Hara,Anna,Small
1.653918363887003,-1.2415975539305957,0.8101579745265006,0.5997097815965698,0.3183972618514245,5/1/2005 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,2.8193681712011514,S10_1949,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,EMEA,Fresnisre,Jean,Medium
1.795116557852391,1.530556853420273,0.8101579745265006,-0.1103338560857102,4.586984911350679,5/31/2005 0:00,In Process,-0.5962425798983697,-0.5723367278181918,1.6938261357079059,Classic Cars,2.8193681712011514,S10_1949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,EMEA,Freyre,Diego,Large
-1.6479470949959203,0.40116061338843767,0.8056960576592038,-0.3470150686464702,0.18604056477353678,2/24/2003 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,EMEA,Yu,Kwai,Medium
-1.5067489010305322,-0.6255632411859581,0.6287066885897706,-0.8203774937679902,-0.4127141119270105,4/29/2003 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Ferguson,Peter,Small
-1.354689307529345,-0.8309080121008373,0.8101579745265006,-0.3470150686464702,-0.13364859048901384,7/1/2003 0:00,Shipped,0.23455347294126402,-0.025288621290087743,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,EMEA,Da Cunha,Daniel,Medium
-1.2352139126355548,0.1958158424735585,0.8101579745265006,0.5997097815965698,0.89004960511816,8/25/2003 0:00,Shipped,0.23455347294126402,0.24823543197396428,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,EMEA,Young,Julie,Medium
-1.0831543191343675,0.1958158424735585,0.8101579745265006,2.4931594820826497,0.7944121984989855,10/10/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,San Francisco,28034,USA,EMEA,Brown,Julie,Medium
-0.9854017233121758,-0.8309080121008373,0.8101579745265006,-0.5836962812072303,0.0581258049324469,10/28/2003 0:00,Shipped,1.0653495257808978,0.7952835385020682,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,EMEA,Hirano,Juri,Medium
-0.8550649288825867,0.7091777697607564,0.8101579745265006,1.3097534192788498,0.6199765629761749,11/11/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,EMEA,Rance,Martine,Medium
-0.7681737325961939,0.29848822793099805,0.6287066885897706,-0.5836962812072303,0.05812037469132625,11/18/2003 0:00,Shipped,1.0653495257808978,1.0688075917661204,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
-0.6269755386308058,-1.138925168473156,0.8101579745265006,-0.3470150686464702,-0.2866999364781936,12/1/2003 0:00,Shipped,1.0653495257808978,1.3423316450301723,-1.1651700861775494,Motorcycles,0.4301669487545075,S10_2016,Mini Wheels Co.,6505555787,5557 North Pendale Street,San Francisco,28034,USA,EMEA,Murphy,Julie,Medium
-0.529222942808614,-1.2415975539305957,0.8101579745265006,-1.0570587063287502,-0.295839032284466,1/12/2004 0:00,Shipped,-1.4270386327380036,-1.6664329408743999,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
-0.38802474884322585,1.2225396970479543,0.8101579745265006,-0.5836962812072303,1.0146410573933329,2/20/2004 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,APAC,Ferguson,Peter,Medium
-0.24682655487783767,-1.344269939388035,0.8101579745265006,-1.2937399188895102,-0.38109924812183044,4/3/2004 0:00,Shipped,-0.5962425798983697,-0.8458607810822437,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Philadelphia,71270,USA,EMEA,Hernandez,Rosa,Small
-0.08390556184085132,0.9145225406756355,0.8101579745265006,-0.3470150686464702,1.1960817039619498,5/18/2004 0:00,Shipped,-0.5962425798983697,-0.5723367278181918,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,EMEA,Brown,William,Medium
0.046431232588737756,0.5038329988458772,0.8101579745265006,-0.3470150686464702,0.4985563715155375,6/28/2004 0:00,Shipped,-0.5962425798983697,-0.29881267455413973,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,EMEA,King,Julie,Medium
0.17676802701832683,-1.344269939388035,0.8101579745265006,-0.5836962812072303,-0.3526665056134271,7/23/2004 0:00,Shipped,0.23455347294126402,-0.025288621290087743,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,EMEA,Labrune,Janine,Small
0.2853820223763177,1.2225396970479543,0.8101579745265006,0.5997097815965698,1.5914412692425675,8/27/2004 0:00,Shipped,0.23455347294126402,0.24823543197396428,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,EMEA,Hernandez,Marta,Medium
0.4265802163417059,0.40116061338843767,0.6287066885897706,-1.2937399188895102,0.11043531764891931,9/27/2004 0:00,Shipped,0.23455347294126402,0.5217594852380163,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Atelier graphique,40.32.2555,"54, rue Royale",Nantes,44000,France,EMEA,Schmitt,Carine,Medium
0.5351942116996968,-0.11220131389876024,0.8101579745265006,-1.0570587063287502,0.2661203305816772,10/15/2004 0:00,Shipped,1.0653495257808978,0.7952835385020682,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Mini Classics,9145554562,3758 North Pendale Street,White Plains,24067,USA,EMEA,Frick,Steve,Medium
0.6438082070576877,1.017194926133075,0.8101579745265006,-0.5836962812072303,1.092896262184891,11/2/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,EMEA,Yu,Kyung,Medium
0.7632836019514777,-1.5496147103029143,0.8101579745265006,-1.0570587063287502,-0.2052028777375298,11/15/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,EMEA,Yu,Kwai,Medium
0.8718975973094686,0.5038329988458772,-0.730690650313274,-0.5836962812072303,-0.4328385855206206,11/23/2004 0:00,Shipped,1.0653495257808978,1.0688075917661204,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Japan,Shimamura,Akiko,Small
1.1108483870970485,-0.9335803975582768,-1.6116713473339561,0.3630285690358098,-1.207679691044696,12/17/2004 0:00,Shipped,1.0653495257808978,1.3423316450301723,0.2643280247651782,Motorcycles,0.4301669487545075,S10_2016,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,APAC,Huxley,Adrian,Small
1.2520465810624366,0.40116061338843767,0.8101579745265006,-0.3470150686464702,0.9416694772122933,2/2/2005 0:00,Shipped,-1.4270386327380036,-1.3929088876103477,1.6938261357079059,Motorcycles,0.4301669487545075,S10_2016,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,APAC,Calaghan,Tony,Medium
